,subjects,preprocessed,statement,bidirectional_statement
2761,Electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,"['electricity', 'rate', 'percent', 'higher', 'state', 'required', 'utility', 'company', 'use', 'certain', 'renewable', 'energy', 'solar', 'power']",half-true,true
2762,"South Carolina has a labor shortage, specifically in the meatpacking industry.","['south', 'carolina', 'labor', 'shortage', 'specifically', 'meatpacking', 'industry']",mostly-true,true
2763,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.","['city', 'fairmount', 'park', 'conservancy', 'invested', 'million', 'hunting', 'park', 'crime', 'went', 'percent', 'half', 'mile', 'radius', 'park', 'year']",true,true
2764,"On day one, six people were able to sign up for health insurance through the federal marketplace.","['day', 'people', 'able', 'sign', 'health', 'insurance', 'federal', 'marketplace']",mostly-true,true
2765,Lets start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.,"['let', 'start', 'premise', 'rhode', 'island', 'strictest', 'gun', 'law', 'state']",true,true
2766,"Says that in her speech to the pro-Israel group AIPAC, Hillary Clinton had one line on the Palestinian people.","['say', 'speech', 'pro', 'israel', 'group', 'aipac', 'hillary', 'clinton', 'line', 'palestinian', 'people']",barely-true,false
2767,"Says in our region, 2011 was worst drought year ever recorded.","['say', 'region', 'worst', 'drought', 'year', 'recorded']",true,true
2768,"In the 1980s, The lowest income people had the biggest gains.","['lowest', 'income', 'people', 'biggest', 'gain']",false,false
2769,Florida has issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.,"['florida', 'issued', 'million', 'conceal', 'carry', 'permit', 'past', 'year', 'revoked']",half-true,true
2770,"For every one job created under the Obama administration, 75 people went on food stamps.","['job', 'created', 'obama', 'administration', 'people', 'went', 'food', 'stamp']",false,false
2771,"Says that after she declared her candidacy for Congress, the redistricting process was manipulated to allow incumbent politicians to guarantee their re-election.","['say', 'declared', 'candidacy', 'congress', 'redistricting', 'process', 'manipulated', 'allow', 'incumbent', 'politician', 'guarantee', 'election']",barely-true,false
2772,Says Chris Koster opposes right-to-work efforts because he has taken $8 million from union bosses.,"['say', 'chris', 'koster', 'opposes', 'right', 'work', 'effort', 'taken', 'million', 'union', 'boss']",half-true,true
2773,Says Bush Jr. handed Obama a $1.4 trillion deficit and Obama reduced Bush Jr.s deficit to just $492 billion.,"['say', 'bush', 'jr', 'handed', 'obama', 'trillion', 'deficit', 'obama', 'reduced', 'bush', 'jr', 'deficit', 'billion']",half-true,true
2774,Says President Barack Obama made unilateral changes to Obamacare 38 times.,"['say', 'president', 'barack', 'obama', 'unilateral', 'change', 'obamacare', 'time']",half-true,true
2775,Broward Countys unemployment rate of 5.3 percent is the lowest in Florida.,"['broward', 'county', 'unemployment', 'rate', 'percent', 'lowest', 'florida']",barely-true,false
2776,Obamacare could force thousands of volunteer fire stations to cut service or close entirely!,"['obamacare', 'force', 'thousand', 'volunteer', 'station', 'cut', 'service', 'close', 'entirely']",half-true,true
2777,The Wisconsin Retirement System for public employees is a self-funded pension plan and its the money of the workers that funds it.,"['wisconsin', 'retirement', 'public', 'employee', 'self', 'funded', 'pension', 'plan', 'money', 'worker', 'fund']",barely-true,false
2778,Ninety-five percent of the money used for union-operated worker training centers comes from employers.,"['ninety', 'percent', 'money', 'used', 'union', 'operated', 'worker', 'training', 'center', 'come', 'employer']",barely-true,false
2779,"If we got solar energy from an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.","['got', 'solar', 'energy', 'area', 'southwestern', 'desert', 'mile', 'provide', 'percent', 'electricity', 'need', 'united', 'state', 'america', 'year']",true,true
2780,"I helped pass what, if enacted, would be the largest tax cut in Texas history through the State Senate.","['helped', 'pas', 'enacted', 'largest', 'tax', 'cut', 'texas', 'history', 'state', 'senate']",barely-true,false
2781,"Under Ryan plan,those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.","['ryan', 'plan', 'younger', 'receive', 'kind', 'healthcare', 'option', 'enjoyed', 'member', 'congress']",barely-true,false
2782,Says Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasnt popular.,"['say', 'bernie', 'sander', 'came', 'sex', 'marriage', 'year', 'ago', 'wasnt', 'popular']",true,true
2783,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,"['david', 'dewhurst', 'lieutenant', 'governor', 'history', 'personal', 'security']",mostly-true,true
2784,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.,"['administration', 'issued', 'rule', 'abortion', 'obamacare', 'requires', 'person', 'enrolled', 'insurance', 'plan', 'include', 'elective', 'abortion', 'coverage', 'pay', 'abortion', 'premium']",false,false
2785,Overwhelming Democrat and Republican votes in 2011 for legislation in two special sessions on jobs demonstrated the bipartisan nature of the Wisconsin Legislature.,"['overwhelming', 'democrat', 'republican', 'vote', 'legislation', 'special', 'session', 'job', 'demonstrated', 'bipartisan', 'nature', 'wisconsin', 'legislature']",barely-true,false
2786,Says Gov. Rick Perry has never held a private-sector job.,"['say', 'gov', 'rick', 'perry', 'held', 'private', 'sector', 'job']",false,false
2787,Says President Obama promised hed keep unemployment below 8 percent if the stimulus passed.,"['say', 'president', 'obama', 'promised', 'hed', 'unemployment', 'percent', 'stimulus', 'passed']",barely-true,false
2788,Says Indiana Gov. Mike Pence advocated diverting taxpayer dollars to so-called conversion therapy.,"['say', 'indiana', 'gov', 'mike', 'penny', 'advocated', 'diverting', 'taxpayer', 'dollar', 'called', 'conversion', 'therapy']",half-true,true
2789,"Says Ted Cruz has pledged to eliminate the U.S. Department of Education, which would end federal aid to college students.","['say', 'ted', 'cruz', 'pledged', 'eliminate', 'department', 'education', 'end', 'federal', 'aid', 'college', 'student']",half-true,true
2790,We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.,"['dollar', 'classroom', 'dollar', 'bureaucracy', 'red', 'tape']",mostly-true,true
2791,"With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a proven success.","['net', 'ohio', 'manufacturing', 'job', 'lost', 'sen', 'rob', 'portman', 'call', 'nafta', 'proven', 'success']",barely-true,false
2792,Kathryn Starkey only attended half of those meetings.,"['kathryn', 'starkey', 'attended', 'half', 'meeting']",mostly-true,true
2793,Illegal immigration costs state taxpayers over $3 billion every year.,"['illegal', 'immigration', 'cost', 'state', 'taxpayer', 'billion', 'year']",false,false
2794,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat.","['say', 'liberal', 'immigration', 'reform', 'group', 'endorsed', 'gop', 'primary', 'opponent', 'dave', 'brat']",false,false
2795,Welders make more money than philosophers.,"['welder', 'make', 'money', 'philosopher']",false,false
2796,Teddy Roosevelt first called for (health care) reform nearly a century ago.,"['teddy', 'roosevelt', 'called', 'health', 'care', 'reform', 'nearly', 'century', 'ago']",true,true
2797,Says Mike Dovilla supports a plan that could allow a foreign corporation to take over the Ohio Turnpike ,"['say', 'mike', 'dovilla', 'support', 'plan', 'allow', 'foreign', 'corporation', 'ohio', 'turnpike']",barely-true,false
2798,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida.""","['charlie', 'crist', 'broke', 'quarter', 'record', 'fundraising', 'senate', 'race', 'florida']",true,true
2799,The Murray-Ryan deal is the first divided-government budget agreement since 1986.,"['murray', 'ryan', 'deal', 'divided', 'government', 'budget', 'agreement']",barely-true,false
2800,The American people spoke pretty loudly. They said stop all the looming tax hikes....,"['american', 'people', 'spoke', 'pretty', 'loudly', 'said', 'stop', 'looming', 'tax', 'hike']",false,false
2801,"For the hour after the (Jan. 14) debate, Debra Medina was the No. 1 search on Google and for the remainder of that night No. 3.","['hour', 'jan', 'debate', 'debra', 'medina', 'search', 'google', 'remainder', 'night']",false,false
2802,"Says state budget deal between Texas House and Senate leaders funds nursing homes, our public schools and universities and provides financial aid for college students.","['say', 'state', 'budget', 'deal', 'texas', 'house', 'senate', 'leader', 'fund', 'nursing', 'home', 'public', 'school', 'university', 'provides', 'financial', 'aid', 'college', 'student']",half-true,true
2803,"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.","['john', 'brennan', 'asked', 'directly', 'geographic', 'limitation', 'drone', 'strike', 'program', 'brennan', 'responded', 'said', 'limitation']",true,true
2804,"Says Time magazine called him ""one of America's best governors.""","['say', 'time', 'magazine', 'called', 'america', 'best', 'governor']",true,true
2805,On supporting the Supreme Court abortion decision Roe v. Wade,"['supporting', 'supreme', 'court', 'abortion', 'decision', 'roe', 'wade']",true,true
2806,After four years of a celebrity president 85% (of recent college grads are) moving back in with their parents.,"['year', 'celebrity', 'president', 'recent', 'college', 'grad', 'moving', 'parent']",false,false
2807,Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies weve implemented.,"['hispanic', 'unemployment', 'ticking', 'time', 'high', 'percent', 'policy', 'weve', 'implemented']",barely-true,false
2808,Says Rick Perry co-chaired Al Gores campaign for president.,"['say', 'rick', 'perry', 'chaired', 'al', 'gore', 'campaign', 'president']",half-true,true
2809,I was totally against the war in Iraq.,"['totally', 'war', 'iraq']",false,false
2810,"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.","['literally', 'hundred', 'new', 'tax', 'preference', 'loophole', 'added', 'code', 'time']",true,true
